LAST SEEN   TYPE      REASON                         OBJECT                                     MESSAGE
20m         Normal    Pulled                         pod/consul-qrqvn                           Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 10.270795849s
20m         Normal    Created                        pod/consul-qrqvn                           Created container consul
20m         Normal    Started                        pod/consul-qrqvn                           Started container consul
19m         Warning   Unhealthy                      pod/consul-qrqvn                           Readiness probe failed:
20m         Normal    Scheduled                      pod/consul-qtx76                           Successfully assigned kube-system/consul-qtx76 to ip-10-1-12-138.eu-west-3.compute.internal
20m         Normal    Pulling                        pod/consul-qtx76                           Pulling image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0"
20m         Normal    Pulled                         pod/consul-qtx76                           Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 7.783839172s
20m         Normal    Created                        pod/consul-qtx76                           Created container consul
20m         Normal    Started                        pod/consul-qtx76                           Started container consul
19m         Warning   Unhealthy                      pod/consul-qtx76                           Readiness probe failed:
14m         Normal    ScaleDown                      pod/consul-qtx76                           deleting pod for node scale down
14m         Normal    Killing                        pod/consul-qtx76                           Stopping container consul
56m         Warning   Unhealthy                      pod/consul-server-0                        Readiness probe failed:
29m         Normal    Killing                        pod/consul-server-0                        Stopping container consul
29m         Warning   Unhealthy                      pod/consul-server-0                        Readiness probe failed: OCI runtime exec failed: exec failed: cannot exec in a stopped container: unknown
20m         Normal    Scheduled                      pod/consul-server-0                        Successfully assigned kube-system/consul-server-0 to ip-10-1-62-180.eu-west-3.compute.internal
20m         Normal    SuccessfulAttachVolume         pod/consul-server-0                        AttachVolume.Attach succeeded for volume "pvc-f5c7e541-c4b1-4b8d-8c48-4072339045f5"
20m         Normal    Pulled                         pod/consul-server-0                        Container image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" already present on machine
20m         Normal    Created                        pod/consul-server-0                        Created container consul
20m         Normal    Started                        pod/consul-server-0                        Started container consul
14m         Warning   Unhealthy                      pod/consul-server-0                        Readiness probe failed:
56m         Warning   Unhealthy                      pod/consul-server-1                        Readiness probe failed:
55m         Warning   NodeNotReady                   pod/consul-server-1                        Node is not ready
53m         Warning   FailedAttachVolume             pod/consul-server-1                        AttachVolume.Attach failed for volume "pvc-ce67bb9b-cc8d-472d-86bd-dfaa97683633" : error finding instance ip-10-1-30-25.eu-west-3.compute.internal: "instance not found"
53m         Normal    TaintManagerEviction           pod/consul-server-1                        Cancelling deletion of Pod kube-system/consul-server-1
53m         Normal    Scheduled                      pod/consul-server-1                        Successfully assigned kube-system/consul-server-1 to ip-10-1-9-246.eu-west-3.compute.internal
53m         Normal    SuccessfulAttachVolume         pod/consul-server-1                        AttachVolume.Attach succeeded for volume "pvc-ce67bb9b-cc8d-472d-86bd-dfaa97683633"
53m         Normal    Pulled                         pod/consul-server-1                        Container image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" already present on machine
53m         Normal    Created                        pod/consul-server-1                        Created container consul
53m         Normal    Started                        pod/consul-server-1                        Started container consul
29m         Normal    Killing                        pod/consul-server-1                        Stopping container consul
20m         Normal    Scheduled                      pod/consul-server-1                        Successfully assigned kube-system/consul-server-1 to ip-10-1-12-138.eu-west-3.compute.internal
20m         Normal    SuccessfulAttachVolume         pod/consul-server-1                        AttachVolume.Attach succeeded for volume "pvc-ce67bb9b-cc8d-472d-86bd-dfaa97683633"
20m         Normal    Pulled                         pod/consul-server-1                        Container image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" already present on machine
20m         Normal    Created                        pod/consul-server-1                        Created container consul
20m         Normal    Started                        pod/consul-server-1                        Started container consul
19m         Warning   Unhealthy                      pod/consul-server-1                        Readiness probe failed:
14m         Normal    ScaleDown                      pod/consul-server-1                        deleting pod for node scale down
14m         Normal    Killing                        pod/consul-server-1                        Stopping container consul
14m         Normal    Scheduled                      pod/consul-server-1                        Successfully assigned kube-system/consul-server-1 to ip-10-1-0-97.eu-west-3.compute.internal
14m         Normal    SuccessfulAttachVolume         pod/consul-server-1                        AttachVolume.Attach succeeded for volume "pvc-ce67bb9b-cc8d-472d-86bd-dfaa97683633"
14m         Normal    Pulled                         pod/consul-server-1                        Container image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" already present on machine
14m         Normal    Created                        pod/consul-server-1                        Created container consul
13m         Normal    Started                        pod/consul-server-1                        Started container consul
12m         Warning   Unhealthy                      pod/consul-server-1                        Readiness probe failed:
56m         Normal    ScaleDown                      pod/consul-server-2                        deleting pod for node scale down
56m         Normal    Killing                        pod/consul-server-2                        Stopping container consul
56m         Normal    Scheduled                      pod/consul-server-2                        Successfully assigned kube-system/consul-server-2 to ip-10-1-55-135.eu-west-3.compute.internal
56m         Warning   FailedAttachVolume             pod/consul-server-2                        Multi-Attach error for volume "pvc-65217579-d248-43aa-b470-ddc811210e86" Volume is already exclusively attached to one node and can't be attached to another
56m         Normal    SuccessfulAttachVolume         pod/consul-server-2                        AttachVolume.Attach succeeded for volume "pvc-65217579-d248-43aa-b470-ddc811210e86"
55m         Normal    Pulled                         pod/consul-server-2                        Container image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" already present on machine
55m         Normal    Created                        pod/consul-server-2                        Created container consul
55m         Normal    Started                        pod/consul-server-2                        Started container consul
29m         Normal    Killing                        pod/consul-server-2                        Stopping container consul
20m         Normal    Scheduled                      pod/consul-server-2                        Successfully assigned kube-system/consul-server-2 to ip-10-1-51-246.eu-west-3.compute.internal
20m         Normal    SuccessfulAttachVolume         pod/consul-server-2                        AttachVolume.Attach succeeded for volume "pvc-65217579-d248-43aa-b470-ddc811210e86"
20m         Normal    Pulled                         pod/consul-server-2                        Container image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" already present on machine
20m         Normal    Created                        pod/consul-server-2                        Created container consul
20m         Normal    Started                        pod/consul-server-2                        Started container consul
12m         Warning   Unhealthy                      pod/consul-server-2                        Readiness probe failed:
29m         Normal    NoPods                         poddisruptionbudget/consul-server          No matching pods found
20m         Normal    SuccessfulCreate               statefulset/consul-server                  create Pod consul-server-0 in StatefulSet consul-server successful
14m         Normal    SuccessfulCreate               statefulset/consul-server                  create Pod consul-server-1 in StatefulSet consul-server successful
20m         Normal    SuccessfulCreate               statefulset/consul-server                  create Pod consul-server-2 in StatefulSet consul-server successful
29m         Normal    SuccessfulDelete               statefulset/consul-server                  delete Pod consul-server-2 in StatefulSet consul-server successful
29m         Normal    SuccessfulDelete               statefulset/consul-server                  delete Pod consul-server-1 in StatefulSet consul-server successful
29m         Normal    SuccessfulDelete               statefulset/consul-server                  delete Pod consul-server-0 in StatefulSet consul-server successful
56m         Warning   FailedToUpdateEndpoint         endpoints/consul-server                    Failed to update endpoint kube-system/consul-server: Operation cannot be fulfilled on endpoints "consul-server": the object has been modified; please apply your changes to the latest version and try again
53m         Warning   FailedToUpdateEndpointSlices   service/consul-server                      Error updating Endpoint Slices for Service kube-system/consul-server: node "ip-10-1-30-25.eu-west-3.compute.internal" not found
20m         Normal    Scheduled                      pod/consul-tmmx8                           Successfully assigned kube-system/consul-tmmx8 to ip-10-1-62-180.eu-west-3.compute.internal
20m         Normal    Pulling                        pod/consul-tmmx8                           Pulling image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0"
20m         Normal    Pulled                         pod/consul-tmmx8                           Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 11.941393222s
20m         Normal    Created                        pod/consul-tmmx8                           Created container consul
20m         Normal    Started                        pod/consul-tmmx8                           Started container consul
12m         Warning   Unhealthy                      pod/consul-tmmx8                           Readiness probe failed:
29m         Warning   Unhealthy                      pod/consul-xlwxd                           Readiness probe failed:
29m         Normal    Killing                        pod/consul-xlwxd                           Stopping container consul
37m         Normal    Scheduled                      pod/consul-zp86l                           Successfully assigned kube-system/consul-zp86l to ip-10-1-38-3.eu-west-3.compute.internal
37m         Normal    Pulling                        pod/consul-zp86l                           Pulling image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0"
37m         Normal    Pulled                         pod/consul-zp86l                           Successfully pulled image "hub.simloudcorp.customers.simloud.com/hashicorp/consul:1.10.0" in 6.751347012s
37m         Normal    Created                        pod/consul-zp86l                           Created container consul
37m         Normal    Started                        pod/consul-zp86l                           Started container consul
37m         Warning   Unhealthy                      pod/consul-zp86l                           Readiness probe failed:
29m         Normal    Killing                        pod/consul-zp86l                           Stopping container consul
29m         Warning   Unhealthy                      pod/consul-zp86l                           Readiness probe errored: rpc error: code = Unknown desc = Error: No such container: bbb4edd664ca1fa00f8605917b926d55cd757f3c9d27cc55d5eb10a7ae937f98
56m         Warning   FailedToUpdateEndpoint         endpoints/consul                           Failed to update endpoint kube-system/consul: Operation cannot be fulfilled on endpoints "consul": the object has been modified; please apply your changes to the latest version and try again
54m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-q7hwq
53m         Warning   FailedToUpdateEndpointSlices   service/consul                             Error updating Endpoint Slices for Service kube-system/consul: node "ip-10-1-30-25.eu-west-3.compute.internal" not found
47m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-b2pcs
37m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-zp86l
34m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-q7hcx
29m         Normal    SuccessfulDelete               daemonset/consul                           Deleted pod: consul-p5hvd
29m         Normal    SuccessfulDelete               daemonset/consul                           Deleted pod: consul-xlwxd
29m         Normal    SuccessfulDelete               daemonset/consul                           Deleted pod: consul-zp86l
29m         Normal    SuccessfulDelete               daemonset/consul                           Deleted pod: consul-4l5wn
29m         Normal    SuccessfulDelete               daemonset/consul                           Deleted pod: consul-q7hcx
20m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-56fn4
20m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-ld6vw
20m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-qtx76
20m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-tmmx8
20m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-qrqvn
12m         Normal    SuccessfulCreate               daemonset/consul                           Created pod: consul-2bckm
29m         Normal    Killing                        pod/coredns-9b5d74bfb-24fcd                Stopping container coredns
28m         Warning   FailedScheduling               pod/coredns-9b5d74bfb-2gdfw                0/5 nodes are available: 5 node(s) were unschedulable.
28m         Warning   FailedScheduling               pod/coredns-9b5d74bfb-2gdfw                0/3 nodes are available: 3 node(s) were unschedulable.
21m         Warning   FailedScheduling               pod/coredns-9b5d74bfb-2gdfw                no nodes available to schedule pods
21m         Warning   FailedScheduling               pod/coredns-9b5d74bfb-2gdfw                0/3 nodes are available: 3 node(s) had taint {node.kubernetes.io/not-ready: }, that the pod didn't tolerate.
21m         Warning   FailedScheduling               pod/coredns-9b5d74bfb-2gdfw                0/5 nodes are available: 5 node(s) had taint {node.kubernetes.io/not-ready: }, that the pod didn't tolerate.
20m         Normal    Scheduled                      pod/coredns-9b5d74bfb-2gdfw                Successfully assigned kube-system/coredns-9b5d74bfb-2gdfw to ip-10-1-37-225.eu-west-3.compute.internal
20m         Normal    Pulling                        pod/coredns-9b5d74bfb-2gdfw                Pulling image "602401143452.dkr.ecr.eu-west-3.amazonaws.com/eks/coredns:v1.8.4-eksbuild.1"
20m         Normal    Pulled                         pod/coredns-9b5d74bfb-2gdfw                Successfully pulled image "602401143452.dkr.ecr.eu-west-3.amazonaws.com/eks/coredns:v1.8.4-eksbuild.1" in 1.134590902s
20m         Normal    Created                        pod/coredns-9b5d74bfb-2gdfw                Created container coredns
20m         Normal    Started                        pod/coredns-9b5d74bfb-2gdfw                Started container coredns
12m         Warning   NodeNotReady                   pod/coredns-9b5d74bfb-2gdfw                Node is not ready
11m         Normal    TaintManagerEviction           pod/coredns-9b5d74bfb-2gdfw                Cancelling deletion of Pod kube-system/coredns-9b5d74bfb-2gdfw
28m         Warning   FailedScheduling               pod/coredns-9b5d74bfb-4dkhb                0/5 nodes are available: 5 node(s) were unschedulable.
28m         Warning   FailedScheduling               pod/coredns-9b5d74bfb-4dkhb                0/4 nodes are available: 4 node(s) were unschedulable.
21m         Warning   FailedScheduling               pod/coredns-9b5d74bfb-4dkhb                no nodes available to schedule pods
21m         Warning   FailedScheduling               pod/coredns-9b5d74bfb-4dkhb                0/3 nodes are available: 3 node(s) had taint {node.kubernetes.io/not-ready: }, that the pod didn't tolerate.
21m         Warning   FailedScheduling               pod/coredns-9b5d74bfb-4dkhb                0/5 nodes are available: 5 node(s) had taint {node.kubernetes.io/not-ready: }, that the pod didn't tolerate.
20m         Normal    Scheduled                      pod/coredns-9b5d74bfb-4dkhb                Successfully assigned kube-system/coredns-9b5d74bfb-4dkhb to ip-10-1-0-97.eu-west-3.compute.internal
20m         Normal    Pulling                        pod/coredns-9b5d74bfb-4dkhb                Pulling image "602401143452.dkr.ecr.eu-west-3.amazonaws.com/eks/coredns:v1.8.4-eksbuild.1"
20m         Normal    Pulled                         pod/coredns-9b5d74bfb-4dkhb                Successfully pulled image "602401143452.dkr.ecr.eu-west-3.amazonaws.com/eks/coredns:v1.8.4-eksbuild.1" in 1.202991017s
20m         Normal    Created                        pod/coredns-9b5d74bfb-4dkhb                Created container coredns
20m         Normal    Started                        pod/coredns-9b5d74bfb-4dkhb                Started container coredns
11m         Normal    Scheduled                      pod/coredns-9b5d74bfb-dsmk2                Successfully assigned kube-system/coredns-9b5d74bfb-dsmk2 to ip-10-1-26-106.eu-west-3.compute.internal
11m         Normal    Pulling                        pod/coredns-9b5d74bfb-dsmk2                Pulling image "602401143452.dkr.ecr.eu-west-3.amazonaws.com/eks/coredns:v1.8.4-eksbuild.1"
11m         Normal    Pulled                         pod/coredns-9b5d74bfb-dsmk2                Successfully pulled image "602401143452.dkr.ecr.eu-west-3.amazonaws.com/eks/coredns:v1.8.4-eksbuild.1" in 1.372818228s
11m         Normal    Created                        pod/coredns-9b5d74bfb-dsmk2                Created container coredns
11m         Normal    Started                        pod/coredns-9b5d74bfb-dsmk2                Started container coredns
56m         Normal    ScaleDown                      pod/coredns-9b5d74bfb-x6mgf                deleting pod for node scale down
56m         Normal    Killing                        pod/coredns-9b5d74bfb-x6mgf                Stopping container coredns
56m         Normal    Scheduled                      pod/coredns-9b5d74bfb-z6hhx                Successfully assigned kube-system/coredns-9b5d74bfb-z6hhx to ip-10-1-9-246.eu-west-3.compute.internal
56m         Normal    Pulling                        pod/coredns-9b5d74bfb-z6hhx                Pulling image "602401143452.dkr.ecr.eu-west-3.amazonaws.com/eks/coredns:v1.8.4-eksbuild.1"
56m         Normal    Pulled                         pod/coredns-9b5d74bfb-z6hhx                Successfully pulled image "602401143452.dkr.ecr.eu-west-3.amazonaws.com/eks/coredns:v1.8.4-eksbuild.1" in 1.484716294s
56m         Normal    Created                        pod/coredns-9b5d74bfb-z6hhx                Created container coredns
56m         Normal    Started                        pod/coredns-9b5d74bfb-z6hhx                Started container coredns
29m         Normal    Killing                        pod/coredns-9b5d74bfb-z6hhx                Stopping container coredns
29m         Warning   Unhealthy                      pod/coredns-9b5d74bfb-z6hhx                Readiness probe failed: Get "http://10.1.29.7:8080/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
29m         Warning   Unhealthy                      pod/coredns-9b5d74bfb-z6hhx                Liveness probe failed: Get "http://10.1.29.7:8080/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
56m         Normal    SuccessfulCreate               replicaset/coredns-9b5d74bfb               Created pod: coredns-9b5d74bfb-z6hhx
29m         Normal    SuccessfulCreate               replicaset/coredns-9b5d74bfb               Created pod: coredns-9b5d74bfb-2gdfw
29m         Normal    SuccessfulCreate               replicaset/coredns-9b5d74bfb               Created pod: coredns-9b5d74bfb-4dkhb
11m         Normal    SuccessfulCreate               replicaset/coredns-9b5d74bfb               Created pod: coredns-9b5d74bfb-dsmk2
20m         Normal    Scheduled                      pod/dashboard-7f7d79fd8b-5pzrx             Successfully assigned kube-system/dashboard-7f7d79fd8b-5pzrx to ip-10-1-37-225.eu-west-3.compute.internal
20m         Normal    Pulling                        pod/dashboard-7f7d79fd8b-5pzrx             Pulling image "hub.simloudcorp.customers.simloud.com/kubernetesui/dashboard:v2.0.4"
20m         Normal    Pulled                         pod/dashboard-7f7d79fd8b-5pzrx             Successfully pulled image "hub.simloudcorp.customers.simloud.com/kubernetesui/dashboard:v2.0.4" in 15.403761737s
20m         Normal    Created                        pod/dashboard-7f7d79fd8b-5pzrx             Created container dashboard
20m         Normal    Started                        pod/dashboard-7f7d79fd8b-5pzrx             Started container dashboard
20m         Normal    Pulling                        pod/dashboard-7f7d79fd8b-5pzrx             Pulling image "hub.simloudcorp.customers.simloud.com/kubernetesui/metrics-scraper:v1.0.4"
19m         Normal    Pulled                         pod/dashboard-7f7d79fd8b-5pzrx             Successfully pulled image "hub.simloudcorp.customers.simloud.com/kubernetesui/metrics-scraper:v1.0.4" in 3.314378472s
19m         Normal    Created                        pod/dashboard-7f7d79fd8b-5pzrx             Created container dashboard-metrics-scraper
19m         Normal    Started                        pod/dashboard-7f7d79fd8b-5pzrx             Started container dashboard-metrics-scraper
12m         Warning   NodeNotReady                   pod/dashboard-7f7d79fd8b-5pzrx             Node is not ready
11m         Normal    TaintManagerEviction           pod/dashboard-7f7d79fd8b-5pzrx             Cancelling deletion of Pod kube-system/dashboard-7f7d79fd8b-5pzrx
11m         Normal    Scheduled                      pod/dashboard-7f7d79fd8b-82tc9             Successfully assigned kube-system/dashboard-7f7d79fd8b-82tc9 to ip-10-1-26-106.eu-west-3.compute.internal
11m         Normal    Pulling                        pod/dashboard-7f7d79fd8b-82tc9             Pulling image "hub.simloudcorp.customers.simloud.com/kubernetesui/dashboard:v2.0.4"
11m         Normal    Pulled                         pod/dashboard-7f7d79fd8b-82tc9             Successfully pulled image "hub.simloudcorp.customers.simloud.com/kubernetesui/dashboard:v2.0.4" in 9.998643645s
11m         Normal    Created                        pod/dashboard-7f7d79fd8b-82tc9             Created container dashboard
11m         Normal    Started                        pod/dashboard-7f7d79fd8b-82tc9             Started container dashboard
11m         Normal    Pulling                        pod/dashboard-7f7d79fd8b-82tc9             Pulling image "hub.simloudcorp.customers.simloud.com/kubernetesui/metrics-scraper:v1.0.4"
11m         Normal    Pulled                         pod/dashboard-7f7d79fd8b-82tc9             Successfully pulled image "hub.simloudcorp.customers.simloud.com/kubernetesui/metrics-scraper:v1.0.4" in 2.508188772s
11m         Normal    Created                        pod/dashboard-7f7d79fd8b-82tc9             Created container dashboard-metrics-scraper
11m         Normal    Started                        pod/dashboard-7f7d79fd8b-82tc9             Started container dashboard-metrics-scraper
29m         Normal    Killing                        pod/dashboard-7f7d79fd8b-thcx9             Stopping container dashboard
29m         Normal    Killing                        pod/dashboard-7f7d79fd8b-thcx9             Stopping container dashboard-metrics-scraper
29m         Normal    SuccessfulDelete               replicaset/dashboard-7f7d79fd8b            Deleted pod: dashboard-7f7d79fd8b-thcx9
20m         Normal    SuccessfulCreate               replicaset/dashboard-7f7d79fd8b            Created pod: dashboard-7f7d79fd8b-5pzrx
11m         Normal    SuccessfulCreate               replicaset/dashboard-7f7d79fd8b            Created pod: dashboard-7f7d79fd8b-82tc9
20m         Normal    ScalingReplicaSet              deployment/dashboard                       Scaled up replica set dashboard-7f7d79fd8b to 1
29m         Normal    ScalingReplicaSet              deployment/dashboard                       Scaled down replica set dashboard-7f7d79fd8b to 0
54m         Normal    CREATE                         ingress/dashboard                          Ingress kube-system/dashboard
47m         Normal    CREATE                         ingress/dashboard                          Ingress kube-system/dashboard
37m         Normal    CREATE                         ingress/dashboard                          Ingress kube-system/dashboard
34m         Normal    CREATE                         ingress/dashboard                          Ingress kube-system/dashboard
20m         Normal    CREATE                         ingress/dashboard                          Ingress kube-system/dashboard
20m         Normal    CREATE                         ingress/dashboard                          Ingress kube-system/dashboard
19m         Normal    CREATE                         ingress/dashboard                          Ingress kube-system/dashboard
19m         Normal    CREATE                         ingress/dashboard                          Ingress kube-system/dashboard
19m         Normal    CREATE                         ingress/dashboard                          Ingress kube-system/dashboard
19m         Normal    UPDATE                         ingress/dashboard                          Ingress kube-system/dashboard
19m         Normal    UPDATE                         ingress/dashboard                          Ingress kube-system/dashboard
19m         Normal    UPDATE                         ingress/dashboard                          Ingress kube-system/dashboard
19m         Normal    UPDATE                         ingress/dashboard                          Ingress kube-system/dashboard
19m         Normal    UPDATE                         ingress/dashboard                          Ingress kube-system/dashboard
11m         Normal    CREATE                         ingress/dashboard                          Ingress kube-system/dashboard
14m         Normal    Scheduled                      pod/grafana-b488bf7c-69ddg                 Successfully assigned kube-system/grafana-b488bf7c-69ddg to ip-10-1-0-97.eu-west-3.compute.internal
14m         Warning   FailedAttachVolume             pod/grafana-b488bf7c-69ddg                 Multi-Attach error for volume "pvc-c6811d25-441e-4b55-9f92-3bc75aeb74f2" Volume is already used by pod(s) grafana-b488bf7c-84nwq
14m         Warning   FailedMount                    pod/grafana-b488bf7c-69ddg                 MountVolume.SetUp failed for volume "dashboards-nlb" : failed to sync configmap cache: timed out waiting for the condition
14m         Normal    SuccessfulAttachVolume         pod/grafana-b488bf7c-69ddg                 AttachVolume.Attach succeeded for volume "pvc-c6811d25-441e-4b55-9f92-3bc75aeb74f2"
13m         Normal    Pulling                        pod/grafana-b488bf7c-69ddg                 Pulling image "hub.simloudcorp.customers.simloud.com/simloud/busybox/busybox:1.31.1"
13m         Normal    Pulled                         pod/grafana-b488bf7c-69ddg                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/busybox/busybox:1.31.1" in 697.661588ms
13m         Normal    Created                        pod/grafana-b488bf7c-69ddg                 Created container init-chown-data
13m         Normal    Started                        pod/grafana-b488bf7c-69ddg                 Started container init-chown-data
13m         Normal    Pulling                        pod/grafana-b488bf7c-69ddg                 Pulling image "hub.simloudcorp.customers.simloud.com/curlimages/curl:7.70.0"
13m         Normal    Pulled                         pod/grafana-b488bf7c-69ddg                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/curlimages/curl:7.70.0" in 1.882645134s
13m         Normal    Created                        pod/grafana-b488bf7c-69ddg                 Created container download-dashboards
13m         Normal    Started                        pod/grafana-b488bf7c-69ddg                 Started container download-dashboards
13m         Normal    Pulling                        pod/grafana-b488bf7c-69ddg                 Pulling image "hub.simloudcorp.customers.simloud.com/grafana/grafana:7.2.0"
13m         Normal    Pulled                         pod/grafana-b488bf7c-69ddg                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/grafana/grafana:7.2.0" in 4.977390101s
13m         Normal    Created                        pod/grafana-b488bf7c-69ddg                 Created container grafana
13m         Normal    Started                        pod/grafana-b488bf7c-69ddg                 Started container grafana
13m         Warning   Unhealthy                      pod/grafana-b488bf7c-69ddg                 Readiness probe failed: Get "http://10.1.25.29:3000/api/health": dial tcp 10.1.25.29:3000: connect: connection refused
20m         Normal    Scheduled                      pod/grafana-b488bf7c-84nwq                 Successfully assigned kube-system/grafana-b488bf7c-84nwq to ip-10-1-12-138.eu-west-3.compute.internal
20m         Warning   FailedMount                    pod/grafana-b488bf7c-84nwq                 MountVolume.SetUp failed for volume "dashboards-ebs" : failed to sync configmap cache: timed out waiting for the condition
20m         Warning   FailedMount                    pod/grafana-b488bf7c-84nwq                 MountVolume.SetUp failed for volume "dashboards-s3" : failed to sync configmap cache: timed out waiting for the condition
20m         Warning   FailedMount                    pod/grafana-b488bf7c-84nwq                 MountVolume.SetUp failed for volume "dashboards-default" : failed to sync configmap cache: timed out waiting for the condition
20m         Warning   FailedMount                    pod/grafana-b488bf7c-84nwq                 MountVolume.SetUp failed for volume "dashboards-apigw" : failed to sync configmap cache: timed out waiting for the condition
20m         Warning   FailedMount                    pod/grafana-b488bf7c-84nwq                 MountVolume.SetUp failed for volume "dashboards-r53" : failed to sync configmap cache: timed out waiting for the condition
20m         Warning   FailedMount                    pod/grafana-b488bf7c-84nwq                 MountVolume.SetUp failed for volume "dashboards-logs" : failed to sync configmap cache: timed out waiting for the condition
20m         Normal    SuccessfulAttachVolume         pod/grafana-b488bf7c-84nwq                 AttachVolume.Attach succeeded for volume "pvc-c6811d25-441e-4b55-9f92-3bc75aeb74f2"
19m         Normal    Pulling                        pod/grafana-b488bf7c-84nwq                 Pulling image "hub.simloudcorp.customers.simloud.com/simloud/busybox/busybox:1.31.1"
19m         Normal    Pulled                         pod/grafana-b488bf7c-84nwq                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/busybox/busybox:1.31.1" in 1.058995226s
19m         Normal    Created                        pod/grafana-b488bf7c-84nwq                 Created container init-chown-data
19m         Normal    Started                        pod/grafana-b488bf7c-84nwq                 Started container init-chown-data
19m         Normal    Pulling                        pod/grafana-b488bf7c-84nwq                 Pulling image "hub.simloudcorp.customers.simloud.com/curlimages/curl:7.70.0"
19m         Normal    Pulled                         pod/grafana-b488bf7c-84nwq                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/curlimages/curl:7.70.0" in 2.060613842s
19m         Normal    Created                        pod/grafana-b488bf7c-84nwq                 Created container download-dashboards
19m         Normal    Started                        pod/grafana-b488bf7c-84nwq                 Started container download-dashboards
19m         Normal    Pulling                        pod/grafana-b488bf7c-84nwq                 Pulling image "hub.simloudcorp.customers.simloud.com/grafana/grafana:7.2.0"
19m         Normal    Pulled                         pod/grafana-b488bf7c-84nwq                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/grafana/grafana:7.2.0" in 5.647530823s
19m         Normal    Created                        pod/grafana-b488bf7c-84nwq                 Created container grafana
19m         Normal    Started                        pod/grafana-b488bf7c-84nwq                 Started container grafana
14m         Normal    ScaleDown                      pod/grafana-b488bf7c-84nwq                 deleting pod for node scale down
14m         Normal    Killing                        pod/grafana-b488bf7c-84nwq                 Stopping container grafana
53m         Normal    Scheduled                      pod/grafana-b488bf7c-nkwt2                 Successfully assigned kube-system/grafana-b488bf7c-nkwt2 to ip-10-1-9-246.eu-west-3.compute.internal
53m         Warning   FailedMount                    pod/grafana-b488bf7c-nkwt2                 MountVolume.SetUp failed for volume "dashboards-cf" : failed to sync configmap cache: timed out waiting for the condition
53m         Warning   FailedMount                    pod/grafana-b488bf7c-nkwt2                 MountVolume.SetUp failed for volume "dashboards-ebs" : failed to sync configmap cache: timed out waiting for the condition
53m         Warning   FailedMount                    pod/grafana-b488bf7c-nkwt2                 MountVolume.SetUp failed for volume "dashboards-rds" : failed to sync configmap cache: timed out waiting for the condition
53m         Warning   FailedMount                    pod/grafana-b488bf7c-nkwt2                 MountVolume.SetUp failed for volume "dashboards-bill" : failed to sync configmap cache: timed out waiting for the condition
53m         Normal    SuccessfulAttachVolume         pod/grafana-b488bf7c-nkwt2                 AttachVolume.Attach succeeded for volume "pvc-c6811d25-441e-4b55-9f92-3bc75aeb74f2"
53m         Normal    Pulling                        pod/grafana-b488bf7c-nkwt2                 Pulling image "hub.simloudcorp.customers.simloud.com/simloud/busybox/busybox:1.31.1"
53m         Normal    Pulled                         pod/grafana-b488bf7c-nkwt2                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/simloud/busybox/busybox:1.31.1" in 707.429613ms
53m         Normal    Created                        pod/grafana-b488bf7c-nkwt2                 Created container init-chown-data
53m         Normal    Started                        pod/grafana-b488bf7c-nkwt2                 Started container init-chown-data
53m         Normal    Pulling                        pod/grafana-b488bf7c-nkwt2                 Pulling image "hub.simloudcorp.customers.simloud.com/curlimages/curl:7.70.0"
53m         Normal    Pulled                         pod/grafana-b488bf7c-nkwt2                 Successfully pulled image "hub.simloudcorp.customers.simloud.com/curlimages/curl:7.70.0" in 2.359981136s
